c23afe5a-3680-48eb-b1de-60d168be87fe,1
f97e6a5d-5d11-4e5a-93ce-804a5bac93df,1
9931ce78-bcd1-45c3-b9f5-fc9ca10077ea,1
7230cf3e-d5cd-4d6e-9e97-b3267272ad07,1
c92460bd-a8c2-4a40-a590-1fb358390944,1
27dc47ee-659d-4b7d-b854-ee839a4bbfcf,1
f656100b-e6af-44f3-9d47-2503d2671e14,1
c598e4e7-e311-4739-97c3-e17c9fb9e3b4,1
74d41100-a117-4d31-91a6-b45bee19e206,1
bcca90bd-a755-4961-9be8-93bd7393ead7,1
0e03b149-3574-4d77-b74c-97e8a3ff579b,1
3d311728-f4df-4a9a-a5db-0fd0a0ee257e,1
364c7852-a995-4492-994c-166d14ca8692,1
847dd444-7d9a-415a-b6a7-6568e1da918d,1
2ba5ee0a-8099-4d23-8305-efe65230638b,1
ceb871c8-e35b-49a5-895a-7e35a474958a,1
a7822659-87ce-465e-a6b2-0b561fbeedd4,1
fafca68a-540a-499e-bf90-b2d9ff3088b6,1
afa1c437-8fc0-44a4-b769-15e2e3c28d2f,1
2c3cfabd-7a79-4ea5-a127-c0a539ad33c0,1
e6b2e73c-bd01-4557-9c1a-e0e72be5cc5a,1
571be02f-b0c8-493d-90ce-5945fae69b8c,1
9fa3efdb-9d3a-4df1-a644-80f38057a48f,1
09c199e7-cb15-4fa5-acb8-7c2434045f30,1
c8bb55a8-5930-497a-ac00-e21066f9d4f2,1
8410c92d-7ede-494e-802e-02800f0a1402,1
6553cfa3-b20a-4e60-8c01-12354af31c44,1
a168fe82-895a-406f-927f-e59403fa0361,1
8be5f21a-40d5-44a8-99d8-02a371485b7f,1
b2e88ebf-0f0f-4ae0-8fa5-2e65d8b847b0,1
d3484ab9-59f1-4a53-bf11-f7e9dbc39234,1
17741ebd-a5c6-42f6-aa32-db6b11861305,1
11f270b1-3aa2-48fd-a48c-c6bf99de56c7,1
71d18437-e2d9-434a-ab69-ee40c9681d85,1
66f6fa76-504e-462d-b592-9000d02d1aea,1
16f98fe5-c9ae-428a-a3e9-bb738578898e,1
256145e0-74a7-44db-a196-b6003413c161,1
a899fd90-9113-43f2-9632-0b4e54ad65f4,1
eec03f58-99e8-47aa-b1a4-e8b773ddb616,1
2051d48c-085a-44c7-8bdf-8642e3b2aa59,1
649c48cd-74f4-4406-a95e-6e7a8757afa1,1
7d40cc0c-5930-4151-b595-69d90d47fa35,1
f672a0e1-333c-475b-85e6-f2c6e855e878,1
598ff980-323a-4538-bddc-66cbc224d82d,1
2df30d7f-b792-4689-ab24-f71cd4713961,1
1fe3661d-99ff-44d4-9969-798e9763e1b0,1
5c41ab96-5f4a-40f1-9087-150bf36b68be,1
9679dd54-5930-4c1c-8dc4-069039a878b4,1
a9bd17be-44af-48b6-9e51-1fb924197b35,1
50f0ec34-bfd6-4c94-94e5-d7abfa5d7926,1
bb34cbda-f31b-4a24-b2e0-7a4e741f3cae,1
53d53744-a9b5-4738-b3ce-fb819ed8a84b,1
4d84d15b-b641-4531-93b0-24c3df3ed20c,1
1e06389f-92b6-4276-80a1-e299856caf45,1
b2bff431-c22a-4b7a-9c62-d040f1553124,1
6bf847e7-a5fe-4b09-b213-0254157adf4e,1
d6982ad1-6a0a-4a98-b3b3-b83103e262ca,1
1904dff7-8513-473c-9471-39b5c71fe665,1
84d443f1-5147-475b-9192-38a0a156db16,1
378a078a-2d4c-4670-b584-c6daf6660fe4,1
0851adc8-122b-4ecf-b28a-e1c146bd29c6,1
6d12249d-1ec6-4367-b521-0bc985a688a5,1
a412d857-e3e2-45b8-b2b7-d846ccca4f4e,1
9927dc1b-cc5e-463a-ba81-cdc95ec1fb2f,1
a93e8148-960a-410a-821c-216981b73546,1
951fce80-8722-460d-9967-87cae42d8ab0,1
9c74d3a9-c86d-4927-9671-668c0752484b,1
